GRE_Score,TOEFL_Score,CGPA,Work_Experience,Preferred_Country,Preferred_Course,Chance_of_Admit
296,118,7.288609254829323,20,Germany,MBA,0.31950351279639183
323,111,7.3783833146910425,25,Australia,Business Analytics,0.4399997204967691
307,114,9.477156202443982,35,UK,Engineering,0.6040507125367351
309,102,8.464279758988837,41,USA,Computer Science,0.5472673345308625
308,107,8.331868189810283,36,UK,MBA,0.4616661231947461
325,90,6.901691051542262,52,USA,Engineering,0.40110629657354613
332,105,9.510488926723022,21,UK,MBA,0.7611797765458097
285,102,9.029850061229693,41,USA,Business Analytics,0.48702847287459616
314,99,6.736839266650006,11,USA,Computer Science,0.23341077985913775
339,101,8.97742284030419,41,UK,Engineering,0.7810746594594058
320,119,8.402383760699262,12,UK,Computer Science,0.572016713031996
316,91,6.786038710113724,10,USA,Business Analytics,0.17598210034846173
303,112,8.104052245350298,53,Germany,Computer Science,0.5266338813887987
308,92,8.196437004955165,15,UK,Computer Science,0.4107183837512551
328,99,7.080210890571465,7,Canada,Data Science,0.33508910034480394
325,91,9.809943514500988,39,Australia,Computer Science,0.7496883795486282
332,119,9.474913800182318,58,USA,MBA,0.8514738453313825
310,116,8.84157818065188,56,USA,Engineering,0.6558982752473671
314,112,8.118034463502125,39,Australia,Data Science,0.5101142736075803
339,102,7.941179395545779,44,Germany,Engineering,0.6638916934792047
312,102,8.77840713502834,58,Australia,Engineering,0.6227272583559216
331,107,8.40901154292417,1,UK,Business Analytics,0.5116846503755634
300,92,6.7179558705866,29,Australia,Business Analytics,0.18759872523869908
311,116,8.29375927069616,29,USA,Data Science,0.4089435101131812
302,96,9.322412660314939,11,Australia,Business Analytics,0.528960065066468
312,103,8.107339571589353,9,Canada,Business Analytics,0.4226586190638679
282,109,6.681848021439939,43,UK,Business Analytics,0.11297072347121245
297,118,9.251973697844116,10,Australia,Engineering,0.4916772076874093
304,119,7.20477323747591,14,USA,Data Science,0.35946580972650954
321,106,7.405172922108136,15,UK,Engineering,0.3602397959999737
310,118,7.076472237013036,16,USA,MBA,0.4355500075572212
333,119,7.655752727050242,25,Germany,Engineering,0.6255146702481568
337,110,9.148630269910223,1,Canada,MBA,0.7081773994513474
282,101,8.317850508263781,49,Germany,Computer Science,0.2650369970408397
319,114,7.217084459527494,11,Canada,Computer Science,0.3981795889499403
325,105,9.572405273532143,50,Australia,MBA,0.7412512087303634
303,113,9.578536492330352,25,UK,MBA,0.5966300192753824
329,101,9.547024487661023,22,Australia,Engineering,0.682472605960217
311,104,7.335786739835387,17,Canada,MBA,0.30670657419831254
326,114,8.079337704633458,31,Canada,Data Science,0.6187567743199062
301,99,9.947463796493063,48,Canada,Computer Science,0.7023234301732386
302,119,9.202043667084967,37,USA,Computer Science,0.6903241774451798
281,114,6.595085974289459,56,UK,MBA,0.2689714059046498
306,96,6.728216069411722,46,Australia,Business Analytics,0.40104382132087196
321,109,8.123759818843165,2,Australia,Business Analytics,0.5475713064499587
281,94,9.682270720515461,37,Germany,MBA,0.4761101721609966
305,90,8.3854562928345,2,Canada,Data Science,0.32136710867100987
296,119,8.242343778120016,29,Canada,Business Analytics,0.5635263613528122
319,106,6.869157949848207,0,Canada,MBA,0.3675685141207889
312,92,8.798730366535029,29,Australia,Data Science,0.4346906816985061
288,102,9.377361062100789,44,Germany,Data Science,0.5931323302015274
322,103,7.8314700262764685,31,USA,Engineering,0.4969493262668285
333,113,9.214641478238647,27,UK,Data Science,0.7146991638404632
327,119,9.87566828865284,20,USA,Business Analytics,0.7168303685982914
318,107,7.213182606946912,57,Australia,Business Analytics,0.48556077391618546
308,93,8.331653709181595,45,Canada,MBA,0.4762204732169003
321,107,7.504982853296014,12,UK,MBA,0.5142215659393411
334,119,9.274990466618437,26,Australia,Data Science,0.84500345800097
305,94,8.521576780584052,35,Australia,Computer Science,0.4343930102836614
314,114,8.721038461426064,6,Australia,Engineering,0.5783000867311083
329,105,9.29269955865563,21,UK,Computer Science,0.7329781349799989
304,90,7.885896654318592,9,UK,Data Science,0.3051860584658428
303,110,9.702815239424652,38,Germany,Data Science,0.6466783194112571
292,103,8.36560103536149,52,Germany,Computer Science,0.44160292408628365
339,104,7.052841879923718,14,USA,Engineering,0.48245558265698674
337,98,8.935646913590809,14,UK,Computer Science,0.6590086755437734
286,104,9.27641472653389,3,UK,MBA,0.41015680938712457
336,106,7.608665869736344,31,UK,Business Analytics,0.4332470605743437
315,114,9.500127399495636,22,Germany,MBA,0.6283455664349368
324,113,9.671501391680183,54,Australia,Business Analytics,0.8634417479869122
299,93,7.4691657058223315,5,Canada,Data Science,0.12671989508332981
280,101,9.942325154503276,23,Germany,Engineering,0.5651176399044495
287,116,6.992490348170654,19,UK,Computer Science,0.3205924742764285
325,115,7.207054839408714,57,Germany,Engineering,0.5753610864576562
295,94,7.144786937333091,36,USA,Computer Science,0.2885864874066408
293,118,9.628963985027546,19,UK,MBA,0.6365346179210924
291,94,8.790023933137366,11,USA,MBA,0.3583733645116741
330,100,7.032364991277955,32,UK,Computer Science,0.3721472574094807
302,117,8.041131964289221,27,Germany,Engineering,0.5369930161004238
294,95,8.653543087744307,7,Australia,Computer Science,0.42898071059710263
307,96,6.792124297462841,0,Canada,Data Science,0.13795610778363618
313,113,9.588457289425685,36,USA,MBA,0.6524037971044504
281,103,9.312612374045372,21,Germany,Data Science,0.43710156893874696
311,113,8.268223707518233,5,Australia,MBA,0.45327147964883274
302,100,9.884943153407097,20,Germany,MBA,0.6040981081139412
301,119,7.962163427462849,31,USA,Business Analytics,0.5550040937030594
330,102,9.944386116627742,34,Canada,Data Science,0.6763606057009742
304,91,8.837719995812694,14,Germany,Data Science,0.5062315971024085
337,114,8.721349456388795,4,UK,Business Analytics,0.6485350872077306
301,96,7.080842133535247,59,Australia,Engineering,0.3744709070508387
337,109,9.586747154066254,55,Germany,Data Science,0.9012073952270808
337,93,7.996213907722153,45,Australia,Computer Science,0.6202629328781357
301,116,7.067816920238678,49,UK,Business Analytics,0.4254887675144916
328,97,6.544126319915157,47,Canada,Data Science,0.41232103807964093
331,109,8.45914489273434,5,Canada,Engineering,0.6008533759856233
321,118,8.345898677429368,24,UK,Data Science,0.5844457088100982
285,111,9.017737678292054,55,Australia,MBA,0.46733868937580336
294,110,9.615903185562308,45,Germany,Computer Science,0.5776439298188611
333,108,6.777923046250604,58,UK,Business Analytics,0.5265507348823101
322,102,9.060237716191269,55,USA,MBA,0.6607582632913258
339,103,7.155941804341538,39,Australia,Engineering,0.4932399740195561
316,99,9.503619686050074,28,Canada,MBA,0.7282333735471753
312,100,9.366722298515796,6,UK,MBA,0.5955701453776562
287,91,8.392778142449405,39,Canada,Engineering,0.341213703698719
332,114,8.98584979518159,12,Australia,MBA,0.7276988667320967
339,115,7.600225396143119,37,Canada,Business Analytics,0.6172266149939543
323,98,8.149087646264851,17,UK,Data Science,0.4915033312824506
323,106,9.37572914198665,1,Australia,MBA,0.6482361915051343
284,115,8.107428190106248,7,USA,Business Analytics,0.32532578048069155
318,92,7.752293928639046,10,UK,Data Science,0.333856778753322
283,113,8.22974356537605,32,Germany,Data Science,0.4688815698235451
285,95,9.398872383530264,53,UK,MBA,0.5445053493347927
324,94,7.673228165798054,37,Australia,Business Analytics,0.3538526750337132
311,94,7.108165575975104,47,UK,MBA,0.32859784075271703
331,111,8.992049071157734,26,USA,Engineering,0.6707419831475926
309,104,9.390923744478286,19,USA,Data Science,0.5618343806426127
326,112,6.852231174832367,11,Germany,MBA,0.4508751058473582
314,106,7.339559394645806,42,Canada,Data Science,0.4519099435025624
334,98,6.996901964163479,30,Australia,Business Analytics,0.37230731236162035
319,92,7.717794940537583,26,Australia,Computer Science,0.39001582278493596
331,109,8.076228426168944,31,Canada,MBA,0.6347272739429746
295,115,9.120892179371573,9,USA,MBA,0.511048284008635
292,106,8.77901654708586,2,USA,Data Science,0.3732252363944952
329,118,8.67324998617451,44,UK,Business Analytics,0.7599323909282989
339,116,7.733312313133791,26,Germany,Engineering,0.7118596031158155
321,99,9.44506643579666,34,Germany,Business Analytics,0.69465026288183
309,92,8.149505085893576,30,Germany,MBA,0.48356194261085084
298,107,9.92686728305304,14,UK,Engineering,0.5727612643128166
296,107,8.71949748403508,15,Germany,Business Analytics,0.4557387497620917
335,119,6.94192659547576,12,Canada,Computer Science,0.49907829739901705
298,106,8.866621467264018,48,UK,Data Science,0.566404979033558
307,113,7.637864054010946,34,Canada,Business Analytics,0.4870675864917253
337,92,8.902145188401342,51,UK,Business Analytics,0.6510824226217001
334,92,6.74374401856842,10,Germany,Computer Science,0.36522309354063626
305,95,7.112085030115858,58,Canada,MBA,0.2835582779226229
316,102,9.495080406170253,20,Canada,Data Science,0.5655070704369806
305,113,7.295128449582302,50,Canada,Business Analytics,0.5626531278680675
332,118,9.42964393835029,53,UK,Engineering,0.8418104131232321
302,104,7.477466309590437,10,Australia,Business Analytics,0.3531864029310743
288,114,8.750086685205478,29,Germany,Data Science,0.5745672836448309
291,98,8.929527007284408,59,Canada,Business Analytics,0.40443742546500855
332,93,8.294291636007685,47,Australia,Computer Science,0.6538742102658066
280,103,7.56858736843856,52,Germany,Business Analytics,0.3495714509916561
337,94,7.244255317298837,34,Germany,Business Analytics,0.5570776145950904
337,91,6.616162740968492,21,Canada,Engineering,0.2966995837417391
280,100,7.563812404342533,37,Canada,Computer Science,0.33664129334402015
326,98,8.786069766859491,30,UK,Computer Science,0.5692943946323787
313,113,9.78406686456969,13,Australia,Business Analytics,0.7405608180932259
311,92,9.549215687920682,23,Australia,Engineering,0.569180741117499
333,116,9.181226717873558,49,Canada,Business Analytics,0.8624643509358779
327,117,9.259565701386546,48,Germany,Business Analytics,0.8078223964665772
304,118,8.827447162165983,31,Canada,Data Science,0.5115238821810616
319,98,7.411004001481011,35,Germany,Data Science,0.2705875418792114
324,92,9.675182607470404,31,Germany,Engineering,0.6808737889815064
332,114,8.84756309167042,54,Canada,MBA,0.7701061728807664
280,91,8.46154220843154,14,USA,Data Science,0.2840872999631907
295,101,6.888463142247184,42,Australia,MBA,0.2667881143932137
318,99,8.06469440332249,57,Germany,Computer Science,0.6572260866584612
284,98,8.111253949206741,34,Germany,Data Science,0.34067016487218565
301,104,9.525972633329346,2,USA,Data Science,0.5034780574299348
308,97,8.41326877065726,15,UK,Engineering,0.44802744139245865
334,114,7.831401921396434,4,USA,MBA,0.5307264797440987
282,94,9.918801149787308,20,USA,Data Science,0.4753666431099632
291,100,6.887522076642105,9,Germany,Data Science,0.11091422796873453
305,116,7.978919499091806,18,Australia,Engineering,0.46859011123179756
295,91,6.647086363099919,24,USA,Engineering,0.13291725026680343
330,113,9.089664422684256,3,UK,MBA,0.6123248170383382
316,117,9.713267932697027,28,Canada,Computer Science,0.8510174142832923
301,104,7.480130653426713,18,USA,Computer Science,0.2778281633231874
336,95,9.504195868796923,42,USA,Business Analytics,0.7536848818917452
308,97,7.522763806616642,1,UK,Data Science,0.2542468904373212
293,116,9.687695565753703,9,Australia,MBA,0.5966600382015598
307,94,9.138866662588743,42,USA,Data Science,0.49786550471526764
284,105,9.317173718945035,24,USA,MBA,0.5189805519333531
326,115,6.563022944601591,19,Australia,MBA,0.5115104315581239
328,107,9.869836249759091,47,UK,MBA,0.7856471809745768
309,95,9.043348472246132,18,USA,Data Science,0.5665168399621954
325,94,7.566628833851467,22,Australia,Engineering,0.4028064709346688
331,117,9.402881327005964,23,USA,Data Science,0.8545474219973431
284,105,7.485324194452255,10,Canada,MBA,0.34203342867077147
291,102,9.554638438481447,45,Germany,Business Analytics,0.5649162852410282
295,117,6.894031366441779,33,Canada,Computer Science,0.26151885212004217
305,94,8.962900921112785,54,USA,MBA,0.6088786103561229
305,102,8.392444668257186,27,UK,Business Analytics,0.4800002510551699
327,106,6.837870645684043,4,Germany,Engineering,0.3887033464670584
300,107,7.346628398905937,58,Canada,MBA,0.4097652792113174
318,97,6.543414126970601,4,Australia,Business Analytics,0.1957369735778909
315,102,8.140687879125771,50,UK,MBA,0.6055245952341513
312,119,7.554428412660002,20,Canada,Data Science,0.49149560403180187
309,118,8.594251195042155,11,Australia,Business Analytics,0.4796651420099171
316,108,7.54033232698016,49,USA,Data Science,0.5457388842435915
302,115,7.549716890274446,3,Australia,Data Science,0.3867760745011189
337,92,9.101176195560612,53,Canada,Business Analytics,0.7085123332764631
289,113,6.6684999259242375,48,Canada,Computer Science,0.38024779610345755
333,97,9.660132483171955,41,USA,Business Analytics,0.7327493399594317
284,91,9.482923560369136,19,Australia,Computer Science,0.40495622484873056
315,97,8.837316391292422,37,Australia,MBA,0.6080542776889724
313,116,8.576275495375846,24,USA,MBA,0.5961267755594899
331,102,9.623058743488784,13,Australia,Business Analytics,0.6351998415379392
310,102,7.1486556283505,10,USA,MBA,0.31832204046115725
289,90,6.7763920676679,31,UK,Engineering,0.13336817527806982
337,95,7.338285594683383,10,Canada,Data Science,0.47365388020962845
298,113,9.281023975450665,17,UK,Data Science,0.572892228679833
337,108,6.621345933542692,26,Germany,Computer Science,0.4585934893429629
311,105,8.539823922792213,54,Germany,MBA,0.5457101758474431
280,97,9.984031306669586,53,Germany,Computer Science,0.5541737410808237
335,117,9.494936328431388,17,USA,Data Science,0.8432834922356485
284,90,8.325059911652563,55,Australia,Data Science,0.3272514583903672
324,116,6.722743182503248,22,UK,MBA,0.42882885256027126
283,116,9.409807300349984,10,UK,Engineering,0.4557271031718334
295,105,8.596424778620237,20,UK,Engineering,0.3803992712183008
303,98,6.902265489708484,43,UK,MBA,0.30423024657435915
295,102,6.828500496881746,4,Germany,MBA,0.1912329721732094
334,100,9.683693868028072,22,UK,Computer Science,0.8385438747362666
281,102,8.842200920283275,40,Australia,MBA,0.409907085982921
328,114,9.402503797608645,58,Germany,Engineering,0.8342062563450082
307,110,9.576426150987935,24,UK,MBA,0.5840878842143606
311,99,8.501203232169129,40,USA,Computer Science,0.5593209415646746
306,93,8.311062231142644,53,Canada,Computer Science,0.5043832796696804
299,116,8.006495936123466,9,Canada,Computer Science,0.49409069801296757
303,95,7.609313057268917,21,Canada,Computer Science,0.3748597426918831
291,117,8.021085863005492,18,Germany,Business Analytics,0.42640871778559897
329,96,9.208578795055548,0,UK,MBA,0.5610482873126277
314,94,8.60673200855296,6,Germany,Data Science,0.4560027943005557
339,100,9.62383151484196,3,Australia,MBA,0.7039586428753501
312,102,8.051830050327156,0,USA,Business Analytics,0.445021882413574
312,115,8.62481352551564,14,USA,Computer Science,0.6041474059856251
330,114,8.70957643582196,39,Canada,Business Analytics,0.7052022490540577
322,108,8.57094006807214,11,Canada,Engineering,0.49107917593118633
316,112,8.959218205799306,21,Canada,Engineering,0.6902228742452277
291,99,7.331017139311822,21,UK,MBA,0.2765670851910827
282,99,8.293273221410267,49,Australia,MBA,0.3664710074896828
280,100,6.864786809829217,46,Australia,Data Science,0.2338335885285226
312,110,7.8457896467568435,16,Australia,Data Science,0.4575475963704264
319,119,8.206834740174425,28,Australia,Engineering,0.6709977237594794
289,96,8.782784908409154,45,Canada,Computer Science,0.3519006922279376
322,107,9.826858684051713,13,USA,Business Analytics,0.6878528727088098
323,93,8.602278732919245,49,Canada,Data Science,0.6727131523932768
308,91,9.102578706617958,19,Australia,Data Science,0.5180974866439895
292,103,8.271931208233209,49,Canada,Computer Science,0.5386367572137915
291,102,8.71936410981716,47,Australia,Computer Science,0.4250512578923594
310,118,6.748262756468207,32,Germany,MBA,0.45198272225043373
325,101,7.390370532946465,54,USA,Business Analytics,0.5673678535094304
281,96,7.766485826217986,58,Germany,Computer Science,0.2406548105156138
330,91,8.153726742522798,42,UK,Data Science,0.5342222275259512
329,102,6.659770609258343,14,Canada,Data Science,0.35293304294124933
314,103,6.990084341436612,11,UK,Engineering,0.2375318375829567
302,116,7.46885007726957,39,Canada,Computer Science,0.43449560679050037
296,106,9.900364418153677,53,Germany,MBA,0.7247722333993505
305,98,7.659714524860678,19,Australia,Business Analytics,0.3254926498649833
287,106,8.18714370339229,29,Australia,MBA,0.3924230810285344
308,97,7.186341994584375,37,Canada,Data Science,0.3584075992317398
305,91,8.63773024876519,2,Australia,MBA,0.37870485787336905
289,117,7.48239125430591,27,Germany,Data Science,0.3245141850051183
305,113,7.224474024534493,55,Australia,Data Science,0.4932377301195656
313,102,8.308004199560926,25,Germany,Data Science,0.41477736330209203
330,92,6.519270297061473,29,UK,Data Science,0.3351317265895775
320,105,6.526824114272289,12,Germany,Data Science,0.3773399300855946
286,95,7.266740831856502,12,USA,Engineering,0.15025886114868237
283,108,6.628524768752874,1,USA,MBA,0.1
337,119,6.87809013945742,36,USA,Engineering,0.5994861085910453
332,96,7.68601227268563,48,Canada,Engineering,0.5537158477648573
329,99,9.309049878529345,37,Canada,Computer Science,0.7408066359347718
324,98,8.502170251792553,1,Canada,Computer Science,0.49324438163248385
290,91,8.294337040847457,35,Germany,Computer Science,0.22815246784500764
308,117,7.5272108812284255,53,Canada,Business Analytics,0.5838911998045335
335,117,9.761138018014858,25,UK,Computer Science,0.9487028068970405
315,104,7.889552644330171,10,USA,MBA,0.4930080668366911
304,119,6.8048246837852,7,Germany,Engineering,0.14039422046482058
300,94,8.659732806412304,43,USA,MBA,0.4968810170723988
336,118,6.898434377168105,39,Canada,Computer Science,0.5396980668618881
315,111,7.708280999805922,42,Germany,Business Analytics,0.46887706944009133
289,93,8.27594178551233,21,Australia,Business Analytics,0.3216013835690371
316,109,9.559778836398115,19,UK,Engineering,0.6647416451290842
288,93,8.227413031190416,7,Canada,MBA,0.2953515223500396
303,107,8.957905681110825,28,Canada,Data Science,0.5537325158779384
314,93,9.974858936496746,39,UK,MBA,0.6235861302551793
328,116,6.960211919642935,25,UK,Computer Science,0.45626555912204403
314,106,7.461560339318318,29,Australia,Data Science,0.395494682391557
327,101,7.8810162645917625,16,Canada,Business Analytics,0.40200627140183626
315,111,7.97639862488591,19,Canada,Engineering,0.4276490392178384
297,106,7.93857376342941,51,USA,Engineering,0.4463549966119586
328,99,9.676638508947942,54,Germany,Business Analytics,0.854232104787986
318,111,8.999114255633998,15,Germany,Computer Science,0.5913352038018028
311,90,8.627668249317463,45,USA,Business Analytics,0.472790546898642
303,111,7.582804512519737,42,Germany,Computer Science,0.38968474681147147
302,115,9.383266344774531,6,UK,Data Science,0.5810429784382855
311,113,9.84271179019746,15,Germany,Business Analytics,0.7484871713245018
316,116,9.374193988925793,44,Germany,Computer Science,0.8486134513405202
291,107,6.505477868170155,58,USA,Data Science,0.2998960109126735
328,107,8.727404795641924,46,Australia,Business Analytics,0.7015602352051845
334,103,6.678973835047352,55,Germany,Engineering,0.46578049721416315
292,104,7.401625271168027,47,Germany,Business Analytics,0.3317145570589382
302,118,6.708336451217201,26,Australia,MBA,0.3702686346916438
304,101,8.613284085322856,52,USA,Business Analytics,0.530774414576601
314,93,8.903064697224124,22,Australia,MBA,0.506521843038672
320,116,6.900706733230668,23,USA,Data Science,0.4320276914888408
309,92,7.843436090657429,8,UK,Business Analytics,0.29899414767261806
296,109,8.096827781344397,34,USA,Data Science,0.43874564062833915
328,118,7.791685576163208,50,UK,Data Science,0.5516509022648266
299,101,6.923587501698176,19,UK,Computer Science,0.27335179434500034
327,96,7.966317265656164,36,USA,Data Science,0.6401677080235928
304,118,9.129123167329464,41,Canada,Data Science,0.635369038365214
301,100,6.748526825866394,16,USA,Business Analytics,0.24209492306338565
292,90,6.780630049286662,46,Germany,Business Analytics,0.24965082164507063
338,95,7.741699521425945,30,Germany,Engineering,0.5959192803702668
298,104,9.796039990666237,54,Canada,Computer Science,0.658474210210561
328,104,8.840004263530199,56,UK,Data Science,0.6272631960047297
315,108,8.875344848353977,7,Canada,Computer Science,0.5673295802114641
291,100,7.766719967932527,14,Germany,MBA,0.29119943086786726
320,115,8.577812769229885,30,Canada,Data Science,0.6201809977496152
298,112,6.535459144097102,52,USA,Computer Science,0.32737686746688033
291,115,8.726336162433398,29,Canada,Engineering,0.5141224408147035
288,91,9.69650431651683,45,UK,Engineering,0.5409028786356874
286,103,8.644007139206867,19,USA,Data Science,0.4035198728499235
307,91,9.557945077132207,59,Australia,MBA,0.6260951544114816
293,118,9.033905694131327,38,Germany,Engineering,0.608803163935735
310,93,6.921954457412916,52,Germany,Engineering,0.328971824147733
331,106,9.658586575500447,54,Canada,MBA,0.8630825979911028
298,92,6.732553455245212,11,USA,Computer Science,0.12270539596848493
337,102,8.368886153917174,48,Australia,Engineering,0.6822398986265836
326,98,6.997479933277102,16,USA,Business Analytics,0.28566792041152156
295,96,6.540973137558164,41,Germany,Engineering,0.19368712081950426
332,104,7.977119910446737,29,USA,Computer Science,0.5996881401075546
284,112,7.532642476789547,28,Australia,Computer Science,0.26632953972625906
314,118,8.20100172829161,18,Canada,Data Science,0.533395173701537
291,118,8.520199603570928,45,UK,Business Analytics,0.4181264771983099
304,100,6.653086753081316,10,USA,Computer Science,0.14409192349697944
331,109,6.93051153293311,33,UK,MBA,0.4263775902438032
338,91,8.45524838757649,49,Germany,Business Analytics,0.6460445111187522
300,104,7.701085736104304,6,Canada,Business Analytics,0.3389373918886989
315,103,9.052107206423068,43,Canada,MBA,0.6363666167227695
332,109,8.78302077007179,57,USA,Engineering,0.7392869902924071
302,111,9.459615270464674,33,Canada,MBA,0.6167866577785255
295,100,8.923724893342289,58,USA,MBA,0.5827994181197149
336,116,8.004758770865518,19,USA,Engineering,0.6401134233002118
318,92,8.855383178380514,49,UK,Engineering,0.5749893691425049
324,106,7.4638341098939645,37,Canada,Engineering,0.5673174444642303
332,119,7.572097245723745,23,USA,Engineering,0.6825241515610901
321,101,9.261448059722778,9,UK,Engineering,0.5358069414566339
337,113,8.062468307405538,31,Australia,MBA,0.6821933100711586
318,117,9.294331191814234,51,UK,Data Science,0.9263466165916602
293,118,9.378478307838975,14,UK,Data Science,0.5829792265198211
310,110,9.501468181814493,36,USA,Computer Science,0.6887970668727272
337,104,9.708223325444227,19,Germany,Data Science,0.7663673973418023
284,105,8.008448271796537,2,Germany,Data Science,0.2969031640798556
314,94,7.616033864123986,36,Germany,MBA,0.4452916856559497
302,116,8.537695613079398,56,UK,Engineering,0.5506411549291863
308,109,7.799103482031697,39,USA,Engineering,0.47964478796060966
322,95,8.603759583800816,7,Canada,MBA,0.3794547734952228
290,108,8.969550519253385,39,UK,Data Science,0.5092685142264547
297,114,8.909417564722478,43,UK,MBA,0.5427275777057511
326,94,7.810935104570425,55,USA,Computer Science,0.5542800337648227
291,92,7.0840107059456345,22,Australia,Engineering,0.10392505432244978
288,116,8.006852684617726,39,UK,Business Analytics,0.4140958698619283
289,90,6.999079504286681,10,Australia,Computer Science,0.17536487015879415
337,115,9.61533962314333,45,Australia,Computer Science,0.8447221565013108
323,117,7.710571112582501,7,Germany,MBA,0.41060419542424864
296,95,7.040609115281633,28,USA,Data Science,0.2496605565457787
317,104,6.589067159670128,29,Australia,Engineering,0.3083526543076685
286,91,8.760378352002695,55,USA,Business Analytics,0.42153468271094885
325,118,8.729158111091602,59,Germany,Computer Science,0.7307674476587677
292,92,7.69211458303452,9,USA,Business Analytics,0.32746150385651807
319,106,6.7509916109667785,38,UK,Data Science,0.3207811187463847
321,114,7.9337011321333115,27,Australia,Data Science,0.6980263385528064
288,113,7.589261232721878,48,USA,Business Analytics,0.3799551714877899
329,101,8.869922239072533,35,Canada,Engineering,0.6675205847049106
306,107,8.620227373084417,12,USA,Data Science,0.45857187890085205
337,104,7.7760780486913905,31,Australia,Business Analytics,0.5475058132862433
281,101,7.262623939892466,35,Germany,Computer Science,0.19541552653036443
284,105,9.958125881544571,36,Germany,Business Analytics,0.6102772845644185
308,116,8.089005674186403,25,Australia,Business Analytics,0.44356066379709325
316,97,8.90895982523083,21,UK,MBA,0.5610151215242284
317,117,6.991935386524263,3,UK,Data Science,0.27449655027875386
298,103,8.199563948807892,30,Germany,Engineering,0.43791231842084727
287,114,6.596378519543129,17,Germany,Engineering,0.25097181824439574
327,106,8.269092912686574,37,Australia,MBA,0.5459560917988113
324,118,9.874060924911959,23,UK,Engineering,0.8370440929330183
280,110,7.844723495450301,55,Germany,Business Analytics,0.3937519557255362
301,97,6.636486044012191,22,UK,MBA,0.2905197277978566
331,104,6.608345268217702,21,Germany,Computer Science,0.3471219972521829
296,116,7.857953659814044,1,USA,Data Science,0.5084939991648844
286,103,7.060087277621179,30,Canada,Data Science,0.11447086686901567
304,107,6.581732337148651,54,USA,Data Science,0.3328656484994681
324,109,9.146747648825619,10,Germany,Business Analytics,0.5575569600489241
283,96,8.104830531086618,27,Canada,Computer Science,0.38846191239524475
315,92,7.512356701904291,45,Canada,MBA,0.40011285909827
285,118,9.650291140557682,31,Germany,MBA,0.5939490193381282
339,101,6.906486360701839,4,Germany,Data Science,0.4286174889844708
310,110,9.845715901343617,37,UK,Computer Science,0.7246272722657633
298,113,7.598883510820735,9,Germany,Computer Science,0.3233986091308744
323,117,9.609412853080384,39,Australia,Computer Science,0.7400291063920201
333,115,8.610300067678114,45,Germany,Engineering,0.752102820708456
318,92,9.393475759095207,23,Australia,Engineering,0.607124625531069
306,109,9.944046071236624,34,Germany,Data Science,0.738374127104272
289,103,7.50941903236561,43,UK,Computer Science,0.4284985176428244
305,104,9.863974198926575,47,Australia,Computer Science,0.5882657489423376
298,114,7.863186632158471,59,USA,MBA,0.5099068980933329
318,119,7.849291666579228,22,Australia,MBA,0.6037916536858403
282,103,7.69135486489077,16,UK,Data Science,0.24492872047985909
324,96,8.394926625716549,0,Australia,Computer Science,0.34965442025437066
292,106,7.039507651124705,54,Germany,Data Science,0.2721060385288988
329,119,8.437990198753038,30,Germany,MBA,0.7029130866270703
307,101,8.395966843435014,30,UK,MBA,0.4962917897081687
337,109,9.166656344117044,41,Canada,Engineering,0.8208867099589989
299,93,9.41777486678155,56,Germany,Data Science,0.544409537597625
307,98,8.041544726093484,54,USA,Data Science,0.49917070187093454
287,95,7.558166372730228,41,UK,Computer Science,0.2361401343457812
320,105,7.407672140609831,52,Australia,Computer Science,0.5217318586090224
318,114,7.181183428467052,55,Australia,Engineering,0.5280101445371258
280,117,6.701766537696587,33,USA,Business Analytics,0.19951603187146472
282,111,7.6985679259214965,8,Germany,Business Analytics,0.3498883730720197
292,111,7.445866922457741,21,UK,Business Analytics,0.2403172793441939
307,110,9.882460850532425,12,USA,Data Science,0.6444859051960365
336,110,8.451980891875154,24,Germany,Data Science,0.6209382522838021
339,91,7.715469636606777,47,UK,MBA,0.6481209174050166
328,113,8.531636603477935,17,Australia,Data Science,0.6596069407784992
304,97,6.987188454709934,50,UK,Data Science,0.3032131617697587
335,100,8.05415312220771,11,Canada,Data Science,0.5161317352148624
312,102,8.691820124973724,39,UK,Engineering,0.661056597267452
317,106,8.21114241127358,16,Canada,Data Science,0.453245351130479
332,97,7.906225802290135,14,UK,Computer Science,0.4024891116502018
285,110,9.978469361148944,41,Canada,Computer Science,0.6395896986830701
337,107,9.581101667521244,14,Australia,MBA,0.7728079232299617
323,119,8.68192085355804,14,Germany,Engineering,0.677664111933269
324,107,8.49282076413799,54,Canada,Computer Science,0.7013822325165108
311,103,8.672311679386045,38,Canada,Engineering,0.6517994744665238
324,104,7.204592377378516,12,Australia,Engineering,0.3146179686101714
326,95,7.882982101425116,16,Canada,MBA,0.39291493757346085
300,100,6.638108365118148,31,USA,Engineering,0.27639397985366915
295,102,8.164411131203893,8,Australia,Data Science,0.2899371399090087
333,114,8.40058604385182,39,USA,Engineering,0.6268804349200969
300,90,7.297124076361234,19,Australia,MBA,0.3318921220555474
290,117,9.874100965079299,25,Canada,MBA,0.5521144322829913
339,95,9.683091138280346,26,USA,MBA,0.7312182425193645
316,98,9.02750132409567,20,Canada,Computer Science,0.5558889216207922
315,97,8.366853200678769,17,Australia,Data Science,0.5313114836043088
